x,y,z,alphabet
-0.9370117,0.13256836,-0.17749024,A
-0.9387207,0.13061524,-0.16625976,A
-0.9406738,0.125,-0.16625976,A
-0.94262696,0.123291016,-0.15014648,A
-0.954834,0.12207031,-0.14697266,A
-0.935791,0.12084961,-0.15820312,A
-0.9345703,0.12011719,-0.16308594,A
-0.9382324,0.11376953,-0.16699219,A
-0.94555668,0.114746092,-0.168701168,A
-0.9362793,0.115478516,-0.175537108,A
-0.94384768,0.12524414,-0.174804684,A
-0.938964864,0.12646484,-0.17114258,A
-0.938964864,0.12548828,-0.17114258,A
-0.93774416,0.12207031,-0.16235352,A
-0.9482422,0.12573242,-0.1706543,A
-0.9382324,0.12475586,-0.17895508,A
-0.93066408,0.12573242,-0.18164062,A
-0.9482422,0.12597656,-0.1772461,A
-0.9321289,0.12109375,-0.17163086,A
-0.93530268,0.10131836,-0.16040039,A
-0.9404297,0.10058594,-0.15649414,A
-0.940917936,0.12158203,-0.17822266,A
-0.934082064,0.12963867,-0.176025392,A
-0.93237304,0.122558592,-0.17822266,A
-0.93969732,0.111816408,-0.168945316,A
-0.94018552,0.118652344,-0.16772461,A
-0.93774416,0.10888672,-0.17456054,A
-0.93969732,0.107177736,-0.17773438,A
-0.92822264,0.12475586,-0.184326168,A
-0.94262696,0.1315918,-0.15893554,A
-0.9470215,0.12084961,-0.15844726,A
-0.9555664,0.12768554,-0.15966797,A
-0.9428711,0.12817383,-0.16552734,A
-0.9440918,0.1171875,-0.16674804,A
-0.9440918,0.10986328,-0.17333984,A
-0.9411621,0.10668945,-0.1616211,A
-0.92944332,0.1081543,-0.17211914,A
-0.9326172,0.119140624,-0.17163086,A
-0.9470215,0.12573242,-0.16992188,A
-0.9362793,0.12792969,-0.16674804,A
-0.92822264,0.13354492,-0.18554688,A
-0.94189452,0.1262207,-0.18579102,A
-0.9350586,0.12182617,-0.176025392,A
-0.939209,0.12915039,-0.175292976,A
-0.9428711,0.1394043,-0.174804684,A
-0.9350586,0.1394043,-0.1772461,A
-0.94018552,0.12695312,-0.168701168,A
-0.939209,0.12402344,-0.16772461,A
-0.9316406,0.12597656,-0.17211914,A
-0.9362793,0.1315918,-0.18237304,A
-0.94018552,0.13769531,-0.17993164,A
-0.9265137,0.13989258,-0.18530274,A
-0.94799804,0.13671875,-0.18017578,A
-0.940917936,0.1315918,-0.17700196,A
-0.9436035,0.119384768,-0.1586914,A
-0.939209,0.10839844,-0.16235352,A
-0.9291992,0.12573242,-0.183837884,A
-0.9333496,0.14257812,-0.2019043,A
-0.9445801,0.14746094,-0.18481446,A
-0.954101568,0.1381836,-0.16601562,A
-0.9367676,0.1418457,-0.175292976,A
-0.9428711,0.14501953,-0.1743164,A
-0.94433592,0.14794922,-0.18579102,A
-0.93237304,0.1628418,-0.21191406,A
-0.921875,0.14697266,-0.199951168,A
-0.939209,0.14453125,-0.1845703,A
-0.92944332,0.14135742,-0.183837884,A
-0.931884736,0.14501953,-0.190917968,A
-0.9326172,0.1472168,-0.1904297,A
-0.9296875,0.14868164,-0.20117188,A
-0.9304199,0.14916992,-0.19580078,A
-0.92333984,0.1574707,-0.2121582,A
-0.93969732,0.15478516,-0.19726562,A
-0.934082064,0.15991211,-0.1899414,A
-0.9267578,0.176513668,-0.19384766,A
-0.925781264,0.16015625,-0.191162116,A
-0.9243164,0.16967774,-0.199462892,A
-0.9304199,0.17138672,-0.20214844,A
-0.9296875,0.15478516,-0.17822266,A
-0.93066408,0.16186524,-0.18945312,A
-0.92700195,0.15966797,-0.191406252,A
-0.9277344,0.17236328,-0.21118164,A
-0.92944332,0.17114258,-0.20898438,A
-0.923584,0.16748047,-0.191650384,A
-0.9301758,0.1706543,-0.2019043,A
-0.92700195,0.17138672,-0.20166016,A
-0.9304199,0.168945316,-0.20092774,A
-0.9104004,0.207031252,-0.22680664,A
-0.9189453,0.15966797,-0.20874024,A
-0.9328613,0.15283203,-0.1850586,A
-0.92626952,0.17358398,-0.19799804,A
-0.9387207,0.182861332,-0.20507812,A
-0.91845704,0.199218752,-0.22143554,A
-0.93066408,0.16503906,-0.18164062,A
-0.94433592,0.16772461,-0.18847656,A
-0.93652344,0.18676758,-0.19458008,A
-0.9494629,0.17260742,-0.17919922,A
-0.9333496,0.190673832,-0.20288086,A
-0.93969732,0.16772461,-0.190673832,A
-0.9538574,0.15063476,-0.17358398,A
-0.9304199,0.1652832,-0.190673832,A
-0.9250488,0.18701172,-0.2109375,A
-0.934082064,0.16455078,-0.18774414,A
-0.9355469,0.16601562,-0.20825196,A
-0.9243164,0.16577148,-0.20947266,A
-0.907959,0.16357422,-0.20874024,A
-0.909667936,0.17993164,-0.25048828,A
-0.9116211,0.18920898,-0.26245116,A
-0.9003906,0.18969726,-0.2368164,A
-0.952148432,0.19726562,-0.22485352,A
-0.9638672,0.183593744,-0.20996094,A
-0.97802732,0.16333008,-0.191162116,A
-0.9484863,0.13696289,-0.18847656,A
-0.95654296,0.118652344,-0.19555664,A
-0.92407224,0.06542969,-0.20263672,A
-0.92041016,0.084228516,-0.245605468,A
-0.890625,0.10205078,-0.27978516,A
-0.8911133,0.08984375,-0.2939453,A
-0.8925781,0.099121096,-0.28979492,A
-0.89331052,0.10986328,-0.28979492,A
-0.92041016,0.12939453,-0.29663086,A
-0.93237304,0.13378906,-0.3190918,A
-0.9057617,0.14233398,-0.33911132,A
-0.91015624,0.09643555,-0.29736328,A
-0.92822264,0.091796872,-0.30371094,A
-0.91430664,0.09301758,-0.3034668,A
-0.9025879,0.078125,-0.32348632,A
-0.8852539,0.084472652,-0.33398438,A
-0.8532715,0.10131836,-0.40673828,A
-0.860351536,0.103271484,-0.40112304,A
-0.8540039,0.08911133,-0.40942384,A
-0.87280268,0.1003418,-0.3864746,A
-0.87890624,0.10595703,-0.3918457,A
-0.8718262,0.11230469,-0.39501952,A
-0.86376952,0.1171875,-0.4177246,A
-0.8598633,0.12207031,-0.431152352,A
-0.8613281,0.08666992,-0.41235352,A
-0.8762207,0.068359376,-0.3876953,A
-0.8730469,0.09741211,-0.42236328,A
-0.8522949,0.11425781,-0.45825196,A
-0.8442383,0.09716797,-0.430664068,A
-0.8569336,0.087402344,-0.43310548,A
-0.85302732,0.09643555,-0.431152352,A
-0.873291,0.10107422,-0.429199232,A
-0.8659668,0.10791016,-0.43603516,A
-0.86987304,0.11303711,-0.43139648,A
-0.87402344,0.11010742,-0.421875,A
-0.8671875,0.10205078,-0.4260254,A
-0.8635254,0.07446289,-0.40893556,A
-0.85180664,0.08959961,-0.43041992,A
-0.8613281,0.08886719,-0.445800768,A
-0.87060544,0.091796872,-0.421142584,A
-0.8652344,0.09692383,-0.40478516,A
-0.873535168,0.11254883,-0.4243164,A
-0.8791504,0.10986328,-0.3996582,A
-0.888916,0.10205078,-0.38623048,A
-0.8754883,0.123046872,-0.41479492,A
-0.876709,0.09643555,-0.39331056,A
-0.88793944,0.084472652,-0.38110352,A
-0.87597656,0.10961914,-0.39819336,A
-0.880615232,0.09814453,-0.389892568,A
-0.889648464,0.09423828,-0.3527832,A
-0.9030762,0.099609376,-0.3798828,A
-0.8798828,0.109375,-0.38842772,A
-0.88183592,0.10986328,-0.38793944,A
-0.8935547,0.099609376,-0.359130836,A
-0.8925781,0.0922851568,-0.35742188,A
-0.8964844,0.10546875,-0.36035156,A
-0.8852539,0.12133789,-0.37695312,A
-0.8876953,0.10131836,-0.3708496,A
-0.88793944,0.08081055,-0.3425293,A
-0.90185544,0.0847168,-0.31225586,A
-0.87280268,0.118652344,-0.365234368,A
-0.86621096,0.15014648,-0.37817384,A
-0.8876953,0.16186524,-0.375732432,A
-0.90405272,0.10986328,-0.31323242,A
-0.9074707,0.087646488,-0.265625,A
-0.9177246,0.10058594,-0.29833984,A
-0.90722652,0.12182617,-0.30322266,A
-0.907714832,0.122558592,-0.29858398,A
-0.904541,0.10571289,-0.26879884,A
-0.9260254,0.1184082,-0.27661132,A
-0.93310544,0.1262207,-0.25195312,A
-0.94262696,0.12011719,-0.2199707,A
-0.93725584,0.1315918,-0.234375,A
-0.9416504,0.13891602,-0.238769532,A
-0.9375,0.119628904,-0.214355468,A
-0.949218736,0.12524414,-0.214355468,A
-0.93359376,0.11816406,-0.2277832,A
-0.92407224,0.11010742,-0.223632816,A
-0.92749024,0.12084961,-0.24121094,A
-0.93066408,0.12353516,-0.237792976,A
-0.9145508,0.11401367,-0.23364258,A
-0.907959,0.119384768,-0.245117184,A
-0.93237304,0.14550781,-0.245361332,A
-0.9226074,0.11303711,-0.207031252,A
-0.9291992,0.123046872,-0.21606446,A
-0.94140624,0.1237793,-0.21044922,A
-0.95874024,0.11254883,-0.191406252,A
-0.92529292,0.13183594,-0.215332032,A
-0.923584,0.12646484,-0.214599616,A
-0.9526367,0.11425781,-0.1977539,A
-0.9343262,0.12084961,-0.20288086,A
-0.9326172,0.13793946,-0.20532226,A
-0.953125,0.14208984,-0.20288086,A
-0.9416504,0.1430664,-0.20263672,A
-0.907959,0.14697266,-0.21166992,A
-0.9265137,0.1237793,-0.20288086,A
-0.963134768,0.1027832,-0.175048832,A
-0.9157715,0.12133789,-0.20239258,A
-0.922851568,0.12524414,-0.20263672,A
-0.93530268,0.123046872,-0.2019043,A
-0.9399414,0.13305664,-0.206542968,A
-0.9291992,0.12646484,-0.207519532,A
-0.9448242,0.14160156,-0.199951168,A
-0.93969732,0.14916992,-0.198242192,A
-0.9421387,0.13745117,-0.20996094,A
-0.9523926,0.11694336,-0.206542968,A
-0.921875,0.13354492,-0.23168946,A
-0.91259768,0.13208008,-0.230712892,A
-0.92529292,0.12402344,-0.22460938,A
-0.9296875,0.13085938,-0.24267578,A
-0.9223633,0.12207031,-0.234375,A
-0.93725584,0.10620117,-0.21923828,A
-0.93530268,0.1171875,-0.2290039,A
-0.9238281,0.13916016,-0.23510742,A
-0.9238281,0.15185547,-0.25341796,A
-0.91430664,0.13476562,-0.24926758,A
-0.920898464,0.09472656,-0.22436524,A
-0.9223633,0.100097656,-0.22827148,A
-0.931884736,0.12890625,-0.25952148,A
-0.9326172,0.12036133,-0.245605468,A
-0.9238281,0.111328132,-0.24438476,A
-0.907714832,0.11987305,-0.27416992,A
-0.90649416,0.1574707,-0.29223632,A
-0.9411621,0.12207031,-0.26391602,A
-0.9291992,0.123291016,-0.25195312,A
-0.9160156,0.11303711,-0.27929688,A
-0.9304199,0.10864258,-0.2919922,A
-0.9362793,0.107666016,-0.28320312,A
-0.90283204,0.10253906,-0.29248048,A
-0.8864746,0.09423828,-0.2932129,A
-0.9020996,0.1015625,-0.29370116,A
-0.923584,0.12841797,-0.31396484,A
-0.9057617,0.13232422,-0.31835938,A
-0.88012696,0.13378906,-0.3305664,A
-0.90234376,0.12451172,-0.32910156,A
-0.9116211,0.1274414,-0.3334961,A
-0.88012696,0.12036133,-0.32348632,A
-0.8835449,0.11206055,-0.33984376,A
-0.89331052,0.119628904,-0.34985352,A
-0.907959,0.1159668,-0.3293457,A
-0.9074707,0.10913086,-0.328125,A
-0.8925781,0.119628904,-0.36254884,A
-0.8972168,0.10180664,-0.358642584,A
-0.9123535,0.095458984,-0.342041032,A
-0.8881836,0.114746092,-0.3642578,A
-0.894531264,0.10253906,-0.35668944,A
-0.9030762,0.09082031,-0.34179688,A
-0.8964844,0.11254883,-0.375732432,A
-0.8774414,0.11694336,-0.382324232,A
-0.87768552,0.10253906,-0.375244136,A
-0.8666992,0.09741211,-0.37890624,A
-0.8664551,0.11352539,-0.3869629,A
-0.8737793,0.12133789,-0.38867188,A
-0.8718262,0.1274414,-0.39282228,A
-0.878417968,0.10864258,-0.38964844,A
-0.88183592,0.109375,-0.3803711,A
-0.8959961,0.110839836,-0.375244136,A
-0.8820801,0.10205078,-0.38354492,A
-0.86376952,0.10131836,-0.4086914,A
-0.8876953,0.100097656,-0.392333984,A
-0.89331052,0.0766601536,-0.375244136,A
-0.8701172,0.08300781,-0.39160156,A
-0.8774414,0.1105957,-0.41479492,A
-0.8725586,0.11767578,-0.43432616,A
-0.8647461,0.11303711,-0.438232416,A
-0.87109376,0.10253906,-0.40942384,A
-0.87475584,0.087646488,-0.398925784,A
-0.8618164,0.13012696,-0.45629884,A
-0.8574219,0.119384768,-0.42797852,A
-0.8618164,0.09472656,-0.4038086,A
-0.86621096,0.10229492,-0.420166032,A
-0.857666,0.09399414,-0.404541032,A
-0.85375976,0.09472656,-0.41064452,A
-0.86206056,0.110839836,-0.42358398,A
-0.8640137,0.10424805,-0.41796876,A
-0.87524416,0.109375,-0.414550768,A
-0.858398464,0.12792969,-0.430175768,A
-0.86279292,0.099853512,-0.39868164,A
-0.8786621,0.10473633,-0.39697266,A
-0.89404296,0.122558592,-0.3725586,A
-0.89331052,0.1274414,-0.36743164,A
-0.8823242,0.15991211,-0.40161132,A
-0.8691406,0.1430664,-0.38354492,A
-0.8955078,0.11352539,-0.34716796,A
-0.9187012,0.10180664,-0.32226562,A
-0.8779297,0.15917969,-0.37695312,A
-0.864501936,0.16479492,-0.4008789,A
-0.87768552,0.11743164,-0.3552246,A
-0.917968736,0.115234376,-0.32202148,A
-0.91308592,0.12011719,-0.31176758,A
-0.904541,0.1315918,-0.31225586,A
-0.8901367,0.1743164,-0.3515625,A
-0.9016113,0.13647461,-0.31469728,A
-0.913818336,0.111572264,-0.28833008,A
-0.9069824,0.10913086,-0.28735352,A
-0.91503908,0.111816408,-0.2800293,A
-0.9074707,0.1616211,-0.30908204,A
-0.889648464,0.13427734,-0.30566406,A
-0.9152832,0.11352539,-0.27539062,A
-0.9309082,0.13085938,-0.25952148,A
-0.94262696,0.15625,-0.26513672,A
-0.9003906,0.16625976,-0.27905272,A
-0.9050293,0.15258789,-0.2734375,A
-0.94189452,0.1381836,-0.2446289,A
-0.9362793,0.1262207,-0.239013668,A
-0.90527348,0.15405274,-0.29296876,A
-0.91137692,0.14990234,-0.27368164,A
-0.934082064,0.14111328,-0.2565918,A
-0.92407224,0.14624024,-0.2397461,A
-0.93115232,0.14331054,-0.231201168,A
-0.936035136,0.13598633,-0.23168946,A
-0.9301758,0.14257812,-0.24121094,A
-0.9025879,0.1508789,-0.25927734,A
-0.90722652,0.14526367,-0.25073242,A
-0.9338379,0.1394043,-0.2355957,A
-0.9108887,0.14526367,-0.2368164,A
-0.9187012,0.13305664,-0.230468752,A
-0.9301758,0.14135742,-0.23461914,A
-0.921875,0.1484375,-0.24365234,A
-0.9157715,0.14526367,-0.24926758,A
-0.91625976,0.13110352,-0.237304684,A
-0.9436035,0.12988281,-0.23291016,A
-0.9445801,0.13256836,-0.214843736,A
-0.917968736,0.15942383,-0.231445316,A
-0.9265137,0.15209961,-0.22851562,A
-0.95996092,0.14575196,-0.20947266,A
-0.934082064,0.14697266,-0.207031252,A
-0.9345703,0.15600586,-0.22509766,A
-0.940917936,0.15063476,-0.20922852,A
-0.9453125,0.15039062,-0.223388668,A
-0.9289551,0.15893554,-0.22924804,A
-0.9309082,0.14111328,-0.2253418,A
-0.92163084,0.13867188,-0.22167969,A
-0.9265137,0.13427734,-0.237548832,A
-0.929931664,0.13305664,-0.23413086,A
-0.907714832,0.12475586,-0.23632812,A
-0.904541,0.13232422,-0.25683594,A
-0.92944332,0.13256836,-0.24291992,A
-0.9423828,0.13012696,-0.2368164,A
-0.916748064,0.14257812,-0.23168946,A
-0.8972168,0.13793946,-0.246582032,A
-0.9387207,0.1508789,-0.25341796,A
-0.9343262,0.13964844,-0.2368164,A
-0.9172363,0.1550293,-0.25146484,A
-0.9213867,0.14624024,-0.24975586,A
-0.9423828,0.12792969,-0.24023438,A
-0.93310544,0.13891602,-0.25439452,A
-0.9074707,0.14916992,-0.25268556,A
-0.8911133,0.14575196,-0.25219728,A
-0.9238281,0.13842774,-0.25610352,A
-0.9289551,0.1418457,-0.25,A
-0.911865232,0.14160156,-0.25756836,A
-0.9003906,0.13696289,-0.27685548,A
-0.9211426,0.1340332,-0.28051758,A
-0.920166,0.13745117,-0.2800293,A
-0.907714832,0.14575196,-0.28710938,A
-0.9133301,0.13769531,-0.28857422,A
-0.91918948,0.12524414,-0.2783203,A
-0.9265137,0.1340332,-0.2861328,A
-0.9243164,0.1340332,-0.28149414,A
-0.913818336,0.12890625,-0.2758789,A
-0.8996582,0.14208984,-0.29052734,A
-0.9152832,0.13867188,-0.28979492,A
-0.935791,0.1328125,-0.28442384,A
-0.9243164,0.1328125,-0.2878418,A
-0.8886719,0.13720703,-0.3076172,A
-0.907959,0.1340332,-0.31176758,A
-0.91845704,0.12084961,-0.3046875,A
-0.9091797,0.1237793,-0.3154297,A
-0.8898926,0.1340332,-0.32348632,A
-0.892334,0.11669922,-0.32543944,A
-0.9025879,0.1081543,-0.3173828,A
-0.9111328,0.12963867,-0.32666016,A
-0.9230957,0.16625976,-0.3137207,A
-0.89208984,0.15234375,-0.34326172,A
-0.89086916,0.122802732,-0.35229492,A
-0.90527348,0.11230469,-0.3515625,A
-0.8845215,0.10449219,-0.3540039,A
-0.8679199,0.111083984,-0.38354492,A
-0.86694332,0.10888672,-0.39770508,A
-0.8857422,0.10620117,-0.37841796,A
-0.8742676,0.09326172,-0.367675768,A
-0.86987304,0.10791016,-0.40283204,A
-0.854248064,0.14208984,-0.4128418,A
-0.88183592,0.099365232,-0.3659668,A
-0.888916,0.12182617,-0.37963868,A
-0.8796387,0.13061524,-0.3840332,A
-0.88720708,0.11010742,-0.3708496,A
-0.90234376,0.11035156,-0.36645508,A
-0.9013672,0.10473633,-0.37109376,A
-0.8798828,0.10131836,-0.3774414,A
-0.89282224,0.10107422,-0.3840332,A
-0.894531264,0.10253906,-0.3857422,A
-0.8835449,0.114746092,-0.3876953,A
-0.86816408,0.10961914,-0.4152832,A
-0.88842776,0.1003418,-0.3955078,A
-0.8894043,0.099365232,-0.38452148,A
-0.8898926,0.114746092,-0.39819336,A
-0.8688965,0.12133789,-0.42700196,A
-0.86328124,0.099365232,-0.4091797,A
-0.87402344,0.092041016,-0.4025879,A
-0.86621096,0.1027832,-0.40527344,A
-0.857666,0.12109375,-0.44091796,A
-0.8540039,0.11645508,-0.430664068,A
-0.873535168,0.10864258,-0.42993164,A
-0.8745117,0.09692383,-0.4013672,A
-0.8774414,0.09765625,-0.41381836,A
-0.86083984,0.099609376,-0.4248047,A
-0.8696289,0.10107422,-0.4267578,A
-0.8886719,0.10473633,-0.4099121,A
-0.87402344,0.1159668,-0.428222668,A
-0.84765624,0.103027348,-0.4362793,A
-0.85375976,0.08618164,-0.43188476,A
-0.88500976,0.091552732,-0.41381836,A
-0.85009768,0.09643555,-0.44018556,A
-0.813964836,0.10546875,-0.48828124,A
-0.8588867,0.10424805,-0.46728516,A
-0.861084,0.092041016,-0.444335936,A
-0.8522949,0.111083984,-0.45092772,A
-0.8498535,0.1105957,-0.46264648,A
-0.87060544,0.10791016,-0.44848632,A
-0.86206056,0.1003418,-0.44970704,A
-0.85253908,0.114990232,-0.4638672,A
-0.8474121,0.08959961,-0.4482422,A
-0.857666,0.08496094,-0.4567871,A
-0.84643552,0.087402344,-0.45581056,A
-0.8540039,0.1027832,-0.46069336,A
-0.84350584,0.10424805,-0.45581056,A
-0.8371582,0.1015625,-0.46777344,A
-0.8330078,0.1105957,-0.45654296,A
-0.8432617,0.11230469,-0.46557616,A
-0.854248064,0.09667969,-0.452392568,A
-0.8522949,0.10180664,-0.446777336,A
-0.8432617,0.11035156,-0.467041032,A
-0.849365264,0.103515624,-0.4638672,A
-0.8479004,0.08496094,-0.45532228,A
-0.8413086,0.111572264,-0.4711914,A
-0.8479004,0.10546875,-0.478515616,A
-0.8310547,0.122802732,-0.49682616,A
-0.8276367,0.109375,-0.4970703,A
-0.8671875,0.087402344,-0.4494629,A
-0.8586426,0.075683592,-0.44555664,A
-0.86083984,0.1003418,-0.4580078,A
-0.842285168,0.11791992,-0.4921875,A
-0.84716796,0.09106445,-0.45874024,A
-0.8405762,0.09716797,-0.461914036,A
-0.84472652,0.079833984,-0.46166992,A
-0.8515625,0.10986328,-0.484619136,A
-0.8354492,0.10546875,-0.48217772,A
-0.8491211,0.09472656,-0.458984368,A
-0.845214864,0.099121096,-0.4675293,A
-0.85961912,0.0871582,-0.4555664,A
-0.8557129,0.0922851568,-0.453125,A
-0.85180664,0.103759768,-0.461425784,A
-0.8510742,0.095703128,-0.45581056,A
-0.8625488,0.08227539,-0.44921876,A
-0.85302732,0.0922851568,-0.45214844,A
-0.8442383,0.107421868,-0.4711914,A
-0.845214864,0.11450195,-0.475097668,A
-0.8388672,0.083740232,-0.45776368,A
-0.8527832,0.091796872,-0.4597168,A
-0.8430176,0.0949707,-0.45874024,A
-0.83935544,0.119628904,-0.493652336,A
-0.84472652,0.088134768,-0.44995116,A
-0.8557129,0.08496094,-0.46020508,A
-0.8540039,0.09008789,-0.453857416,A
-0.83740232,0.09423828,-0.46557616,A
-0.85058592,0.10571289,-0.46728516,A
-0.84643552,0.091552732,-0.47094728,A
-0.8395996,0.080322264,-0.475585952,A
-0.8730469,0.064941408,-0.477050784,A
-0.8654785,0.12402344,-0.46606444,A
-0.845459,0.09790039,-0.45361328,A
-0.8535156,0.084472652,-0.44848632,A
-0.8654785,0.09643555,-0.44458008,A
-0.86157224,0.109375,-0.45117188,A
-0.84814456,0.103271484,-0.4580078,A
-0.8598633,0.09887695,-0.44091796,A
-0.8586426,0.100097656,-0.4333496,A
-0.8691406,0.10253906,-0.435791016,A
-0.869384768,0.11694336,-0.45214844,A
-0.8461914,0.10595703,-0.45410156,A
-0.8625488,0.1027832,-0.43701172,A
-0.8508301,0.103515624,-0.44091796,A
-0.85717776,0.099853512,-0.43041992,A
-0.85009768,0.09448242,-0.44335938,A
-0.8574219,0.10522461,-0.4482422,A
-0.8671875,0.103271484,-0.41967772,A
-0.8745117,0.099121096,-0.41796876,A
-0.86279292,0.104003908,-0.41845704,A
-0.8625488,0.10961914,-0.436767584,A
-0.8696289,0.11352539,-0.422119136,A
-0.875,0.100097656,-0.40356444,A
-0.86328124,0.09887695,-0.40576172,A
-0.85668948,0.10864258,-0.41479492,A
-0.8769531,0.10913086,-0.4140625,A
-0.88427736,0.10083008,-0.3876953,A
-0.8798828,0.11425781,-0.40820312,A
-0.87768552,0.11230469,-0.4099121,A
-0.8859863,0.10229492,-0.383789068,A
-0.871582032,0.10205078,-0.39770508,A
-0.876709,0.09448242,-0.40161132,A
-0.8713379,0.10180664,-0.3935547,A
-0.8679199,0.10913086,-0.39501952,A
-0.87524416,0.115722652,-0.38061524,A
-0.882568368,0.115234376,-0.383300768,A
-0.8757324,0.10888672,-0.37353516,A
-0.904785136,0.1184082,-0.3725586,A
-0.8977051,0.111328132,-0.3635254,A
-0.8894043,0.1027832,-0.359619136,A
-0.8952637,0.111328132,-0.358642584,A
-0.8808594,0.119384768,-0.35668944,A
-0.9160156,0.09790039,-0.33618164,A
-0.9016113,0.103271484,-0.34643556,A
-0.88793944,0.12158203,-0.3708496,A
-0.90185544,0.10253906,-0.34179688,A
-0.9025879,0.0952148432,-0.32104492,A
-0.88916016,0.10888672,-0.34179688,A
-0.88134768,0.10546875,-0.358642584,A
-0.88623048,0.11816406,-0.36132812,A
-0.88671876,0.107177736,-0.3474121,A
-0.8857422,0.11328125,-0.328125,A
-0.8845215,0.12597656,-0.3310547,A
-0.9003906,0.13183594,-0.33862304,A
-0.911865232,0.12695312,-0.32763672,A
-0.9108887,0.12451172,-0.3178711,A
-0.9338379,0.11303711,-0.29370116,A
-0.9277344,0.1184082,-0.28808594,A
-0.9189453,0.11352539,-0.29907228,A
-0.90234376,0.10668945,-0.30078124,A
-0.9055176,0.107421868,-0.30200196,A
-0.922851568,0.12890625,-0.3100586,A
-0.92163084,0.10473633,-0.2932129,A
-0.909667936,0.10668945,-0.28344728,A
-0.91064456,0.11352539,-0.29077148,A
-0.91015624,0.11425781,-0.28173828,A
-0.90185544,0.11743164,-0.30615234,A
-0.8876953,0.119140624,-0.3076172,A
-0.9123535,0.1105957,-0.31176758,A
